Filtering the log data using "process == "App""
Timestamp                       Thread     Type        Activity             PID    TTL  
2026-05-21 14:34:46.068847-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.UIKit:UIScreen] Evaluated capturing state as 0 on <UIScreen: 0x101d84500> for CADisplay KVO
2026-05-21 14:34:46.068889-0500 0x18d4e2   Default     0x0                  40165  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <UIKit__UITypedKeyValueSceneSettings> on FBSSceneClientSettings
2026-05-21 14:34:46.069013-0500 0x18d4e2   Default     0x0                  40165  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingViewControllerPreferencePropagationClientSettings> on FBSSceneClientSettings
2026-05-21 14:34:46.069120-0500 0x18d4e2   Default     0x0                  40165  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneZoomTransitionSettings> on FBSSceneSettings
2026-05-21 14:34:46.069335-0500 0x18d4ef   Default     0x0                  40165  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension FBSSceneSettingsCore on FBSSceneSettings
2026-05-21 14:34:46.069571-0500 0x18d4ef   Default     0x0                  40165  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension FBSSceneClientSettingsCore on FBSSceneClientSettings
2026-05-21 14:34:46.069625-0500 0x18d4dc   Default     0x0                  40165  0    App: (libAccessibility.dylib) [com.apple.Accessibility:AXSupportCommon] Read CategoryName: per-app = 1, category name = (null)
2026-05-21 14:34:46.069757-0500 0x18d4dc   Default     0x0                  40165  0    App: (libAccessibility.dylib) [com.apple.Accessibility:AXSupportCommon] Read CategoryName: per-app = 0, category name = (null)
2026-05-21 14:34:46.072646-0500 0x18d4ef   Default     0x0                  40165  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] UIMutableApplicationSceneSettings setting counterpart class: UIApplicationSceneSettings
2026-05-21 14:34:46.072714-0500 0x18d4dc   Default     0x0                  40165  0    App: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] Registering for test daemon availability notify post.
2026-05-21 14:34:46.072779-0500 0x18d4ef   Default     0x0                  40165  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] UIMutableApplicationSceneClientSettings setting counterpart class: UIApplicationSceneClientSettings
2026-05-21 14:34:46.072817-0500 0x18d4dc   Default     0x0                  40165  0    App: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] notify_get_state check indicated test daemon not ready.
2026-05-21 14:34:46.072865-0500 0x18d4ef   Default     0x0                  40165  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension FBSSceneTransitionContextCore on FBSSceneTransitionContext
2026-05-21 14:34:46.072949-0500 0x18d4dc   Default     0x0                  40165  0    App: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] notify_get_state check indicated test daemon not ready.
2026-05-21 14:34:46.073276-0500 0x18d4dc   Default     0x0                  40165  0    App: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] notify_get_state check indicated test daemon not ready.
2026-05-21 14:34:46.073704-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.UIKit:UpdateScheduler] Selected display: name=LCD (PurpleMain), id=1
2026-05-21 14:34:46.074166-0500 0x18d4dc   Default     0x0                  40165  0    App: (libapp_launch_measurement.dylib) [com.apple.app_launch_measurement:ApplicationLaunch] alm_acquire_pageins_recording_assertion: acquired pageins recording assertion!
2026-05-21 14:34:46.074754-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 5; deactivation reasons: 1024 -> 1056; animating application lifecycle event: 1
2026-05-21 14:34:46.074905-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x10166cbc0> (ECD4AB71-E492-4A02-98DE-9F06FAD8D62B)
2026-05-21 14:34:46.074945-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Should send trait collection or coordinate space update, interface style 1 -> 1, <UIWindowScene: 0x10166cbc0> (ECD4AB71-E492-4A02-98DE-9F06FAD8D62B)
2026-05-21 14:34:46.075237-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x10166cbc0> (ECD4AB71-E492-4A02-98DE-9F06FAD8D62B)
2026-05-21 14:34:46.075287-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.UIKit:HomeAffordanceObservation] Initializing: <_UIHomeAffordanceSceneNotifier: 0x101e94fc0>; with scene: <UIWindowScene: 0x10166cbc0>
2026-05-21 14:34:46.075329-0500 0x18d4dc   Default     0x0                  40165  0    App: (BacklightServices) [com.apple.BacklightServices:scenes] 0x101e6d0e0 setDelegate:<0x101e6ced0 _UIBacklightEnvironment> hasDelegate:YES for environment:sceneID:com.barnabassoftware.pastoralcare.messaging-default
2026-05-21 14:34:46.075512-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x10166cbc0> (ECD4AB71-E492-4A02-98DE-9F06FAD8D62B)
2026-05-21 14:34:46.075539-0500 0x18d4dc   Default     0x0                  40165  1    App: (UIKitCore) [com.apple.UIKit:EventDeferring] [0x101e95180] Initialized with scene: <UIWindowScene: 0x10166cbc0>; behavior: <_UIEventDeferringBehavior_iOS: 0x101d3b8a0>; availableForProcess: 1, systemShellManagesKeyboardFocus: 1
2026-05-21 14:34:46.075637-0500 0x18d4dc   Default     0x0                  40165  0    App: (BoardServices) [com.apple.BoardServices:XPCErrors] [C:2] Alloc com.apple.backboard.hid-services.xpc
2026-05-21 14:34:46.075665-0500 0x18d4dc   Default     0x0                  40165  0    App: (libxpc.dylib) [com.apple.xpc:connection] [0x101d84dc0] activating connection: mach=false listener=false peer=false name=(anonymous)
2026-05-21 14:34:46.077672-0500 0x18d4ef   Default     0x0                  40165  0    App: (BackBoardServices) [com.apple.BackBoard:EventDelivery] BKSHIDEventObserver - connection activation
2026-05-21 14:34:46.077684-0500 0x18d4dc   Default     0x0                  40165  0    App: (BackBoardServices) [com.apple.BackBoard:EventDelivery] policyStatus:<BKSHIDEventDeliveryPolicyObserver: 0x101c6b000; process scope; status: target> was:none
2026-05-21 14:34:46.077709-0500 0x18d4dc   Default     0x0                  40165  1    App: (UIKitCore) [com.apple.UIKit:KeyWindow] Setting default evaluation strategy for UIUserInterfaceIdiomPhone to LastOneWins
2026-05-21 14:34:46.077731-0500 0x18d4dc   Default     0x0                  40165  1    App: (UIKitCore) [com.apple.UIKit:KeyWindow] Scene target of keyboard event deferring environment did change: 1; scene: UIWindowScene: 0x10166cbc0; scene identity: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.barnabassoftware.pastoralcare.messaging-default
2026-05-21 14:34:46.077754-0500 0x18d4dc   Default     0x0                  40165  1    App: (UIKitCore) [com.apple.UIKit:EventDeferring] [0x101e95180] Scene target of event deferring environments did update: scene: 0x10166cbc0; current systemShellManagesKeyboardFocus: 1; systemShellManagesKeyboardFocusForScene: 1; eligibleForRecordRemoval: 1;
2026-05-21 14:34:46.077765-0500 0x18d4dc   Default     0x0                  40165  1    App: (UIKitCore) [com.apple.UIKit:KeyWindow] Scene became target of keyboard event deferring environment: UIWindowScene: 0x10166cbc0; scene identity: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.barnabassoftware.pastoralcare.messaging-default
2026-05-21 14:34:46.077777-0500 0x18d4dc   Default     0x0                  40165  1    App: (UIKitCore) [com.apple.UIKit:KeyWindow] Stack[KeyWindow] 0x101e6ddd0: Taking no further action for migration from LastOneWins -> SystemShellManaged as there are no scenes
2026-05-21 14:34:46.077786-0500 0x18d4dc   Default     0x0                  40165  1    App: (UIKitCore) [com.apple.UIKit:KeyWindow] Setting default evaluation strategy for UIUserInterfaceIdiomPhone to SystemShellManaged
2026-05-21 14:34:46.077806-0500 0x18d4dc   Default     0x0                  40165  1    App: (UIKitCore) [com.apple.UIKit:KeyWindow] Key window needs update: 0; currentKeyWindowScene: 0x0; evaluatedKeyWindowScene: 0x10166cbc0; currentApplicationKeyWindow: 0x0; evaluatedApplicationKeyWindow: 0x0; reason: UIWindowScene: 0x10166cbc0: Window scene became target of keyboard environment
2026-05-21 14:34:46.077889-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x10166cbc0> (ECD4AB71-E492-4A02-98DE-9F06FAD8D62B)
2026-05-21 14:34:46.077987-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x10166cbc0> (ECD4AB71-E492-4A02-98DE-9F06FAD8D62B)
2026-05-21 14:34:46.078411-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x10166cbc0> (ECD4AB71-E492-4A02-98DE-9F06FAD8D62B)
2026-05-21 14:34:46.078490-0500 0x18d4dc   Activity    0x81d712             40165  0    App: (libsystem_trace.dylib) Activity for state dumps
2026-05-21 14:34:46.078490-0500 0x18d4dc   Fault       0x81d712             40165  14   App: (UIKitCore) [com.apple.runtime-issues:UIKit App Config] `UIScene` lifecycle will soon be required. Failure to adopt will result in an assert in the future.
2026-05-21 14:34:46.078590-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x10166cbc0> (ECD4AB71-E492-4A02-98DE-9F06FAD8D62B)
2026-05-21 14:34:46.078712-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.UIKit:AppLifecycle] sceneOfRecord: sceneID: sceneID:com.barnabassoftware.pastoralcare.messaging-default  persistentID: ECD4AB71-E492-4A02-98DE-9F06FAD8D62B
2026-05-21 14:34:46.078828-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.UIKit:Application] Ignoring already applied deactivation reason: 5; deactivation reasons: 1056
2026-05-21 14:34:46.078864-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 11; deactivation reasons: 1056 -> 3104; animating application lifecycle event: 1
2026-05-21 14:34:46.078908-0500 0x18d4dc   Default     0x0                  40165  0    App: (UIKitCore) [com.apple.KeyboardArbiter:Client] startConnection
2026-05-21 14:34:46.079060-0500 0x18d4dc   Default     0x0                  40165  0    App: (libxpc.dylib) [com.apple.xpc:connection] [0x101d85680] activating connection: mach=true listener=false peer=false name=com.apple.UIKit.KeyboardManagement.hosted
2026-05-21 14:34:46.088744-0500 0x18d4dc   Default     0x0                  40165  0    App: (CFNetwork) [com.apple.CFNetwork:Default] Initializing NSHTTPCookieStorage singleton
2026-05-21 14:34:46.089030-0500 0x18d4dc   Default     0x0                  40165  0    App: (CFNetwork) [com.apple.CFNetwork:Default] Initializing CFHTTPCookieStorage singleton
2026-05-21 14:34:46.089042-0500 0x18d4dc   Default     0x0                  40165  0    App: (CFNetwork) [com.apple.CFNetwork:Default] Creating default cookie storage with process/bundle identifier
2026-05-21 14:34:46.089431-0500 0x18d4dc   Default     0x0                  40165  0    App: (CFNetwork) DiskCookieStorage changing policy from 2 to 0, cookie file: file:///Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/Cookies/com.barnabassoftware.pastoralcare.messaging.binarycookies
2026-05-21 14:34:46.090071-0500 0x18d4dc   Default     0x0                  40165  0    App: (WebKit) 0x1016792c8 - WebsiteDataStore::WebsiteDataStore sessionID=1 identifier=null
2026-05-21 14:34:46.090141-0500 0x18d4dc   Default     0x0                  40165  0    App: (WebKit) 0x10d074190 - NetworkProcessProxy::NetworkProcessProxy
2026-05-21 14:34:46.090498-0500 0x18d4eb   Activity    0x81d713             40165  0    App: (libsystem_containermanager.dylib) container_system_group_path_for_identifier
2026-05-21 14:34:46.090547-0500 0x18d4eb   Default     0x81d713             40165  7    App: (libsystem_containermanager.dylib) [com.apple.containermanager:xpc] Requesting container lookup; class = 13, identifier = (null), group_identifier = systemgroup.com.apple.configurationprofiles, create = 1, temp = 0, euid = 501, uid = 501
2026-05-21 14:34:46.090558-0500 0x18d4eb   Activity    0x81d714             40165  0    App: (libsystem_containermanager.dylib) container_query_t
2026-05-21 14:34:46.090567-0500 0x18d4eb   Default     0x81d714             40165  7    App: (libsystem_containermanager.dylib) [com.apple.containermanager:xpc] Query; euid = 501, uid = 501, class = 13, identifier = [(null)](0), flags = 900000003
2026-05-21 14:34:46.091292-0500 0x18d4e4   Default     0x0                  40165  0    App: (libxpc.dylib) [com.apple.xpc:connection] [0x101d87200] activating connection: mach=true listener=false peer=false name=com.apple.lsd.mapdb
2026-05-21 14:34:46.091621-0500 0x18d4eb   Default     0x81d713             40165  7    App: (libsystem_containermanager.dylib) [com.apple.containermanager:unspecified] _container_query_get_result_at_index: success
2026-05-21 14:34:46.091637-0500 0x18d4eb   Activity    0x81d715             40165  0    App: (libsystem_containermanager.dylib) container_copy_object
2026-05-21 14:34:46.091648-0500 0x18d4eb   Default     0x81d713             40165  7    App: (libsystem_containermanager.dylib) [com.apple.containermanager:unspecified] container_system_group_path_for_identifier: success
2026-05-21 14:34:46.091655-0500 0x18d4eb   Default     0x0                  40165  21   App: (ManagedConfiguration) [com.apple.ManagedConfiguration:MC] Got system group container path from MCM for systemgroup.com.apple.configurationprofiles: /Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles
2026-05-21 14:34:46.091799-0500 0x18d4dc   Default     0x0                  40165  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/WebKit/com.barnabassoftware.pastoralcare.messaging/WebsiteData/ResourceLoadStatistics'
2026-05-21 14:34:46.091837-0500 0x18d4dc   Default     0x0                  40165  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/Caches/com.barnabassoftware.pastoralcare.messaging/WebKit/NetworkCache'
2026-05-21 14:34:46.091867-0500 0x18d4dc   Default     0x0                  40165  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/Caches/com.barnabassoftware.pastoralcare.messaging/WebKit/HSTS'
2026-05-21 14:34:46.091897-0500 0x18d4dc   Default     0x0                  40165  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/WebKit/com.barnabassoftware.pastoralcare.messaging/WebsiteData/ResourceMonitorThrottler'
2026-05-21 14:34:46.091939-0500 0x18d4dc   Default     0x0                  40165  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/WebKit/com.barnabassoftware.pastoralcare.messaging/WebsiteData/LocalStorage'
2026-05-21 14:34:46.091969-0500 0x18d4dc   Default     0x0                  40165  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/WebKit/com.barnabassoftware.pastoralcare.messaging/WebsiteData/IndexedDB'
2026-05-21 14:34:46.091998-0500 0x18d4dc   Default     0x0                  40165  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/WebKit/com.barnabassoftware.pastoralcare.messaging/WebsiteData/Default'
2026-05-21 14:34:46.092026-0500 0x18d4dc   Default     0x0                  40165  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/Caches/com.barnabassoftware.pastoralcare.messaging/WebKit/CacheStorage'
2026-05-21 14:34:46.092048-0500 0x18d4dc   Default     0x0                  40165  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/Caches/com.barnabassoftware.pastoralcare.messaging/WebKit/ServiceWorkers'
