Timestamp                       Thread     Type        Activity             PID    TTL  
2026-05-21 14:15:30.350007-0500 0x185b52   Default     0x0                  36684  0    App: (UIKitCore) [com.apple.UIKit:AppLifecycle] sceneOfRecord: sceneID: sceneID:com.barnabassoftware.pastoralcare.messaging-default  persistentID: ECD4AB71-E492-4A02-98DE-9F06FAD8D62B
2026-05-21 14:15:30.350198-0500 0x185b52   Default     0x0                  36684  0    App: (UIKitCore) [com.apple.UIKit:Application] Ignoring already applied deactivation reason: 5; deactivation reasons: 1056
2026-05-21 14:15:30.350258-0500 0x185b52   Default     0x0                  36684  0    App: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 11; deactivation reasons: 1056 -> 3104; animating application lifecycle event: 1
2026-05-21 14:15:30.350330-0500 0x185b52   Default     0x0                  36684  0    App: (UIKitCore) [com.apple.KeyboardArbiter:Client] startConnection
2026-05-21 14:15:30.350569-0500 0x185b52   Default     0x0                  36684  0    App: (libxpc.dylib) [com.apple.xpc:connection] [0x103d95680] activating connection: mach=true listener=false peer=false name=com.apple.UIKit.KeyboardManagement.hosted
2026-05-21 14:15:30.367868-0500 0x185b52   Default     0x0                  36684  0    App: (CFNetwork) [com.apple.CFNetwork:Default] Initializing NSHTTPCookieStorage singleton
2026-05-21 14:15:30.368440-0500 0x185b52   Default     0x0                  36684  0    App: (CFNetwork) [com.apple.CFNetwork:Default] Initializing CFHTTPCookieStorage singleton
2026-05-21 14:15:30.368460-0500 0x185b52   Default     0x0                  36684  0    App: (CFNetwork) [com.apple.CFNetwork:Default] Creating default cookie storage with process/bundle identifier
2026-05-21 14:15:30.369062-0500 0x185b52   Default     0x0                  36684  0    App: (CFNetwork) DiskCookieStorage changing policy from 2 to 0, cookie file: file:///Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/Cookies/com.barnabassoftware.pastoralcare.messaging.binarycookies
2026-05-21 14:15:30.370241-0500 0x185b52   Default     0x0                  36684  0    App: (WebKit) 0x103648ee8 - WebsiteDataStore::WebsiteDataStore sessionID=1 identifier=null
2026-05-21 14:15:30.370332-0500 0x185b52   Default     0x0                  36684  0    App: (WebKit) 0x10f064190 - NetworkProcessProxy::NetworkProcessProxy
2026-05-21 14:15:30.371116-0500 0x185b6e   Activity    0x7fb993             36684  0    App: (libsystem_containermanager.dylib) container_system_group_path_for_identifier
2026-05-21 14:15:30.371219-0500 0x185b6e   Default     0x7fb993             36684  7    App: (libsystem_containermanager.dylib) [com.apple.containermanager:xpc] Requesting container lookup; class = 13, identifier = (null), group_identifier = systemgroup.com.apple.configurationprofiles, create = 1, temp = 0, euid = 501, uid = 501
2026-05-21 14:15:30.371242-0500 0x185b6e   Activity    0x7fb994             36684  0    App: (libsystem_containermanager.dylib) container_query_t
2026-05-21 14:15:30.371261-0500 0x185b6e   Default     0x7fb994             36684  7    App: (libsystem_containermanager.dylib) [com.apple.containermanager:xpc] Query; euid = 501, uid = 501, class = 13, identifier = [(null)](0), flags = 900000003
2026-05-21 14:15:30.372403-0500 0x185b6e   Default     0x7fb993             36684  7    App: (libsystem_containermanager.dylib) [com.apple.containermanager:unspecified] _container_query_get_result_at_index: success
2026-05-21 14:15:30.372455-0500 0x185b6e   Activity    0x7fb995             36684  0    App: (libsystem_containermanager.dylib) container_copy_object
2026-05-21 14:15:30.372478-0500 0x185b6e   Default     0x7fb993             36684  7    App: (libsystem_containermanager.dylib) [com.apple.containermanager:unspecified] container_system_group_path_for_identifier: success
2026-05-21 14:15:30.372494-0500 0x185b6e   Default     0x0                  36684  21   App: (ManagedConfiguration) [com.apple.ManagedConfiguration:MC] Got system group container path from MCM for systemgroup.com.apple.configurationprofiles: /Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles
2026-05-21 14:15:30.372533-0500 0x185b67   Default     0x0                  36684  0    App: (libxpc.dylib) [com.apple.xpc:connection] [0x103d97200] activating connection: mach=true listener=false peer=false name=com.apple.lsd.mapdb
2026-05-21 14:15:30.373874-0500 0x185b52   Default     0x0                  36684  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/WebKit/com.barnabassoftware.pastoralcare.messaging/WebsiteData/ResourceLoadStatistics'
2026-05-21 14:15:30.373952-0500 0x185b52   Default     0x0                  36684  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/Caches/com.barnabassoftware.pastoralcare.messaging/WebKit/NetworkCache'
2026-05-21 14:15:30.374012-0500 0x185b52   Default     0x0                  36684  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/Caches/com.barnabassoftware.pastoralcare.messaging/WebKit/HSTS'
2026-05-21 14:15:30.374078-0500 0x185b52   Default     0x0                  36684  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/WebKit/com.barnabassoftware.pastoralcare.messaging/WebsiteData/ResourceMonitorThrottler'
2026-05-21 14:15:30.374166-0500 0x185b52   Default     0x0                  36684  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/WebKit/com.barnabassoftware.pastoralcare.messaging/WebsiteData/LocalStorage'
2026-05-21 14:15:30.374227-0500 0x185b52   Default     0x0                  36684  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/WebKit/com.barnabassoftware.pastoralcare.messaging/WebsiteData/IndexedDB'
2026-05-21 14:15:30.374292-0500 0x185b52   Default     0x0                  36684  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/WebKit/com.barnabassoftware.pastoralcare.messaging/WebsiteData/Default'
2026-05-21 14:15:30.374343-0500 0x185b52   Default     0x0                  36684  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/Caches/com.barnabassoftware.pastoralcare.messaging/WebKit/CacheStorage'
2026-05-21 14:15:30.374386-0500 0x185b52   Default     0x0                  36684  0    App: (WebKit) Successfully created a sandbox extension for '/Users/matthewhon/Library/Developer/CoreSimulator/Devices/B8F03C46-BDBF-406A-83F1-BD928AE06139/data/Containers/Data/Application/61E20446-F04C-4095-A5A5-5E3506867450/Library/Caches/com.barnabassoftware.pastoralcare.messaging/WebKit/ServiceWorkers'
